applicant_id,group,income,credit_score,years_employed,debt_to_income,nontraditional_gig,historical_approval
APP-1913,Group A,50556.48,731.0,6.9,0.14,0,1
APP-1914,Group A,77747.05,850.0,6.4,0.19,0,1
APP-1915,Group A,126023.49,743.0,4.4,0.392,0,1
APP-1916,Group A,59677.58,654.0,7.9,0.178,0,1
APP-1917,Group B,76635.33,575.0,0.0,0.469,0,1
APP-1918,Group B,49752.04,,,0.315,1,1
APP-1919,Group A,59250.49,640.0,10.0,0.294,1,1
APP-1920,Group B,45359.09,654.0,1.7,0.533,1,1
APP-1921,Group A,70439.44,782.0,4.3,0.158,1,1
APP-1922,Group B,36764.18,,3.2,0.309,1,1
APP-1923,Group B,70002.33,,0.0,0.483,1,1
APP-1924,Group A,54482.64,713.0,7.3,0.194,1,1
APP-1925,Group A,90200.46,690.0,4.7,0.345,0,1
APP-1926,Group A,80819.29,685.0,5.5,0.184,0,1
APP-1927,Group A,63512.35,727.0,5.8,0.076,0,1
APP-1928,Group B,44280.74,,,0.456,1,0
APP-1929,Group A,60298.54,793.0,8.2,0.21,0,1
APP-1930,Group A,47043.89,770.0,7.5,0.347,0,1
APP-1931,Group B,80466.35,620.0,3.9,0.506,1,1
APP-1932,Group B,41203.2,539.0,6.0,0.402,0,1
APP-1933,Group A,66981.7,751.0,5.4,0.226,0,1
APP-1934,Group A,58646.35,653.0,5.8,0.221,0,1
APP-1935,Group A,35506.58,673.0,8.4,0.303,0,1
APP-1936,Group A,98821.72,669.0,10.3,0.236,0,1
APP-1937,Group B,58498.45,703.0,,0.199,1,1
APP-1938,Group A,51005.49,745.0,5.8,0.343,0,1
APP-1939,Group A,87196.58,606.0,9.0,0.194,0,1
APP-1940,Group A,107375.75,731.0,3.3,0.389,0,1
APP-1941,Group A,86966.6,624.0,4.9,0.391,0,1
APP-1942,Group B,75809.4,629.0,4.2,0.436,1,1
APP-1943,Group B,65760.61,576.0,4.7,0.386,0,1
APP-1944,Group A,72419.32,667.0,4.7,0.202,0,1
APP-1945,Group A,113145.96,638.0,6.2,0.227,0,1
APP-1946,Group A,44799.18,699.0,6.4,0.323,0,1
APP-1947,Group B,63781.1,,4.4,0.263,1,1
APP-1948,Group B,55571.08,639.0,2.7,0.382,1,1
APP-1949,Group A,42809.58,675.0,1.6,0.323,0,1
APP-1950,Group B,56611.07,718.0,2.1,0.31,0,1
APP-1951,Group B,68412.97,597.0,5.1,0.329,0,1
APP-1952,Group A,53923.29,731.0,1.9,0.235,0,1
APP-1953,Group B,56694.82,638.0,,0.311,1,1
APP-1954,Group A,35022.22,712.0,8.8,0.31,1,1
APP-1955,Group A,83159.14,728.0,10.8,0.296,0,1
APP-1956,Group A,42359.7,665.0,1.6,0.258,1,1
APP-1957,Group A,62430.29,695.0,4.9,0.283,0,1
APP-1958,Group A,71195.18,635.0,11.1,0.256,0,1
APP-1959,Group B,18902.02,587.0,,0.288,0,1
APP-1960,Group A,53075.59,707.0,8.3,0.339,0,1
APP-1961,Group B,60031.63,641.0,2.7,0.414,0,1
APP-1962,Group A,56824.61,794.0,9.5,0.282,1,1
APP-1963,Group A,67000.36,658.0,3.8,0.31,1,1
APP-1964,Group A,48385.9,601.0,4.9,0.293,0,1
APP-1965,Group A,96842.06,636.0,8.4,0.26,0,1
APP-1966,Group B,18000.0,,1.0,0.32,1,1
APP-1967,Group A,75079.5,740.0,7.6,0.222,0,1
APP-1968,Group A,70894.32,766.0,5.4,0.238,0,1
APP-1969,Group A,92563.65,671.0,5.1,0.196,0,1
APP-1970,Group B,41734.35,563.0,,0.241,1,0
APP-1971,Group B,48926.56,484.0,0.4,0.318,0,1
APP-1972,Group B,53927.03,,,0.299,1,1
APP-1973,Group A,22913.06,684.0,4.9,0.204,0,1
APP-1974,Group A,90113.32,699.0,3.0,0.421,1,1
APP-1975,Group A,114984.79,767.0,6.7,0.241,0,1
APP-1976,Group A,94520.81,780.0,5.1,0.258,0,1
APP-1977,Group A,35415.88,697.0,7.0,0.407,0,1
APP-1978,Group A,80870.75,722.0,6.0,0.29,0,1
APP-1979,Group A,64356.55,729.0,8.2,0.257,0,1
APP-1980,Group A,71602.95,792.0,6.5,0.278,0,1
APP-1981,Group B,63154.4,501.0,7.0,0.464,1,1
APP-1982,Group A,27313.86,747.0,7.4,0.314,0,0
APP-1983,Group A,103144.6,650.0,2.8,0.269,0,1
APP-1984,Group B,49686.17,598.0,0.0,0.52,1,1
APP-1985,Group A,85235.58,741.0,9.2,0.285,0,1
APP-1986,Group B,43294.89,695.0,1.4,0.107,0,1
APP-1987,Group A,59263.87,671.0,12.4,0.349,1,1
APP-1988,Group A,98910.63,634.0,8.5,0.33,0,1
APP-1989,Group B,63054.03,493.0,2.3,0.282,1,1
APP-1990,Group B,36585.73,,6.8,0.361,0,1
APP-1991,Group B,48046.39,598.0,4.8,0.522,1,1
APP-1992,Group A,71791.61,835.0,3.8,0.252,0,1
APP-1993,Group A,87946.65,629.0,3.0,0.451,0,1
APP-1994,Group A,67695.18,626.0,13.1,0.318,0,1
APP-1995,Group A,107807.95,651.0,11.4,0.221,0,1
APP-1996,Group B,50855.68,,4.2,0.465,1,1
APP-1997,Group A,38211.97,554.0,7.6,0.259,0,1
APP-1998,Group B,52566.85,685.0,6.7,0.429,0,1
APP-1999,Group A,66426.5,715.0,3.3,0.279,0,1
